Marque_voiture,Modele,Kilometrage,Couleur,TypeBoite,Annee,Cylindre,Puissance,Carburant,Prix
Nissan,Juke,165000,Gris,Manuelle,2012,1.6L,6,Diesel,34000000
Noir,Avec kilométrage,8,Essence,Chevrolet,Tracker,60000,Manuelle,1.4L,54000
Volkswagen,Golf,Noir,1,Manuelle,2012,1.2L,6,Essence,32000000
Volkswagen,Polo,290000,Blanc,Manuelle,11,<1.0L,11,Essence,12000
Isuzu,D-MAX,20000,Blanc,Automatique,2022.-2023,1.9L,6,Diesel,210000
Mercedes-Benz,Classe C,59,Blanc,Automatique,2019,1.6L,10,Hybride,195
Hyundai,Grand i10,5000,Gris,Automatique,2023,<1.0L,5,Essence,50500
Fiat,Grande Punto,260000,Gris,Manuelle,2013,1.2L,4,Essence,25000
Peugeot,208,118,Noir,Manuelle,2015,1.2L,5,Essence,27600
Mercedes-Benz,Classe S,150000,Noir,Automatique,2002,3.2L,13,Diesel,25000
Renault,Clio,666666,Autre,Manuelle,2008,1.6L,5,Essence,9999
Volkswagen,Polo,400000,Autre,Manuelle,1999,<1.0L,4,Essence,12000
NULL,NULL,Vert,Manuelle,NULL,NULL,NULL,NULL,NULL,93027063
Suzuki,Celerio,162,Gris,Manuelle,2017,1.1L,4,Essence,26500
Toyota,Starlet,193000,Rouge,Manuelle,1992,1.2L,4,Essence,9800
Volkswagen,Golf,284000,Gris,Manuelle,2001,1.4L,5,Essence,20000
BMW,X5,240000,Noir,Automatique,2002,3.0L,13,Diesel,26000
Ford,Focus,100000,Gris,Automatique,2017,<1.0L,7,Essence,46000
Citroen,C4,350,Noir,Manuelle,2007,1.4L,6,Essence,23000
Mercedes-Benz,Classe E,340000,Gris,Automatique,2003,2.2L,9,Diesel,32000
Renault,Twingo,127,Rouge,Automatique,2016,1.2L,5,Essence,24000
Chevrolet,Spark,120000,Noir,Manuelle,2019,1.2L,5,Essence,24140207
Volkswagen,Golf Plus,20000,Blanc,Automatique,2020,2.2L,245,Essence,220000
Citroen,C-Crosser,00,Argent,Manuelle,2009,2.2L,10,Diesel,850
Volvo,C30,145000,Noir,Manuelle,2011,1.6L,6,Essence,38000
Mercedes-Benz,Classe C,1200,Autre,Automatique,2023,1.5L,9,Essence,218000
BMW,Serie 5,36000,Noir,Avec kilométrage,2021,2.0L,10,Essence,225000
Nissan,Qashqai,142000,Blanc,Manuelle,2016,1.6L,6,Diesel,58000
Suzuki,Vitara,160000,Noir,Automatique,2006,2.0L,8,Diesel,48000
Volkswagen,Golf 7,20000,Noir,Manuelle,2019,<1.0L,6,Essence,79000
Isuzu,D-MAX,3333,Blanc,Manuelle,1996,2.2L,10,Diesel,27000
Fiat,Punto,220,Noir,Manuelle,2011,2.1L,5,Essence,15200
Suzuki,Baleno,110000,Blanc,Automatique,2017,1.4L,5,Essence,43000
Skoda,Fabia,91000,Noir,Manuelle,2020,<1.0L,5,Essence,34000
Opel,Astra,136000,Vert,Manuelle,2012,1.4L,6,Essence,31200
Fiat,Siena,311,Gris,Manuelle,2006,1.6L,5,Essence,123
Peugeot,206,50000,Gris,Manuelle,2021,1.2L,4,Essence,37000
Mercedes-Benz,Classe C Coupe,254000,Bleu,Manuelle,2002,1.4L,8,Diesel,24000
NULL,NULL,Gris,Avec kilométrage,Ford,NULL,NULL,NULL,NULL,18000
Renault,Clio,0000000,Noir,Manuelle,25,1.9L,53203492,Diesel,9500
Autres,Autres,78000,Bleu,Automatique,2019,1.2L,7,Essence,62000
Volkswagen,Golf,170,Blanc,Manuelle,2012,1.4L,5,Essence,38000
Seat,Leon,185000,Blanc,Manuelle,2014,1.2L,5,Essence,38700
Isuzu,D-MAX,20000,Blanc,Automatique,2022.-2023,1.9L,6,Diesel,225000
Kia,Picanto,21000,Beige,Manuelle,2020,<1.0L,4,Autres,40000
Renault,Megane,236,Noir,Manuelle,2004,1.5L,05,Diesel,52330480
Megane,Essence,86000,Avec kilométrage,2020,1.2L,Renault,7,Gris,65000
Renault,Scenic,300,Violet,Manuelle,2010,1.9L,6,Diesel,17800
Peugeot,2008,108000,Noir,Manuelle,2015,1.2L,5,Essence,43000
Seat,Ibiza,220000,Noir,Manuelle,2010,1.2L,5,Essence,28000
Autres,Mercedes-Benz,130000,Blanc,2016,1.6L,7,Classe A,Essence,72000
Renault,Clio,372000,Rouge,Manuelle,1972,1.2L,5,Essence,8500
Partner,Avec kilométrage,182000,Gris,2018,Peugeot,Utilitaire,5,1.6L,36000
Kia,Rio,90518,Blanc,Manuelle,2012,1.2L,5,Essence,34000
208,5,81000,Autre,Manuelle,1.2L,Peugeot,Essence,2016,36000
Kia,Cerato,93,Gris,Manuelle,2014,1.2L,7,Essence,45000000
C5,Diesel,Gris,Avec kilométrage,2002,2.0L,Citroen,Compacte,250000,21500
Dacia,Duster,60000,Blanc,Manuelle,2021,1.5L,06,Diesel,75000
1900,1.6L,551154,Avec kilométrage,Berline,Essence,Argent,Peugeot,6,4500
Renault,Clio,2015,Blanc,Manuelle,2015,1.2L,4,Essence,27500
Volkswagen,Golf,334000,Gris,Manuelle,1998,1.6L,7,Essence,23500
Peugeot,Partner,250000,Noir,Manuelle,2004,1.4L,7,Diesel,13500
Expert,Diesel,Blanc,Avec kilométrage,2003,1.6L,Peugeot,6,0,17200
Mahindra,5,20000,Blanc,Manuelle,2022,1.2L,Compacte,Hover,1234
4,NULL,Jaune,2011,Fiat,Punto,Essence,NULL,NULL,12000
Seat,Ibiza,2100,Gris,Manuelle,2023,<1.0L,6,Essence,76000
5,Autres,150000,Gris,2019,1.2L,Hyundai,Essence,I 10,35000
407,5,400000,Noir,2005,1.6L,Peugeot,Berline,Manuelle,15000
Peugeot,308,120000,Noir,Manuelle,2015,1.4L,5,Essence,11111
Renault,Clio,221000,Gris,Manuelle,20074,1.2L,4,Essence,17500
Kia,Sportage,58760,Blanc,Manuelle,2017,2.0L,7,Diesel,120400
Autres,Autres,16000,Rouge,Automatique,2022,1.6L,7,Essence,70000
Citroen,C5,260,Blanc,Manuelle,2012,1.6L,6,Diesel,1234
Mercedes-Benz,240,0000000000,Bleu,Manuelle,1979,1.5L,8,Diesel,10000000
Mercedes-Benz,Classe C,236000,Gris,Automatique,2009,1.6L,9,Essence,50000
Kia,Rio,115000,Autre,Manuelle,2015,1.4L,5,Essence,40000
Citroen,C4,190000,Blanc,Manuelle,2012,1.4L,6,Essence,32000
Ford,Fiesta,240000,Noir,Manuelle,2016,1.4L,5,Essence,32000
Audi,Q5,208000,Noir,Manuelle,2009,2.0L,10,Diesel,60000
Autres,Autres,320200,Blanc,Manuelle,2001,1.9L,6,Diesel,19500
Kia,Sorento,235000,Noir,Automatique,2011,2.2L,12,Diesel,53000
Citroen,C-Elysée,160000,Blanc,Manuelle,2015,1.2L,5,Essence,22500
Citroen,C3,200000,Blanc,Manuelle,2011,>4.0L,4,Diesel,26500
Volkswagen,Caddy,215000,Blanc,Manuelle,2007,1.9L,6,Diesel,30500
Fiat,Punto,225000,Blanc,Manuelle,2001,1.4L,5,Essence,13500
Mercedes-Benz,220,450,Gris,Manuelle,1999,1.6L,9,Diesel,19800
Fiat,Punto,230000,Gris,Manuelle,2014,1.2L,4,Essence,22500
Essence,Autres,Bleu,Avec kilométrage,0000,Volkswagen,Polo,000,000,1234
Skoda,Octavia,140000,Autre,Automatique,2017,1.4L,8,Essence,43000
Volkswagen,Polo,204500,Gris,Manuelle,2003,1.2L,5,Essence,19800
Peugeot,206+,210000,Gris,Manuelle,2008,1.4L,5,Diesel,17000
Renault,Clio,177000,Noir,Manuelle,2005,>4.0L,5,Essence,22500
Ford,Courrier,183.000,Blanc,Manuelle,2017,1.5L,6,Diesel,111
Grand i10,Essence,45000,Gris,Automatique,2018,Hyundai,Compacte,1.2L,42000
Volkswagen,Polo,204500,Gris,Manuelle,2003,1.2L,5,Essence,19800
Peugeot,205,350000,Blanc,Manuelle,1985,1.2L,4,Essence,6000
Volkswagen,Golf,200,Noir,Manuelle,1988,1.9L,5,Diesel,1111
Kia,Rio,92000,Gris,Manuelle,2020,1.2L,5,Essence,47200
Skoda,Fabia,96000,Multicolore,Manuelle,2016,<1.0L,4,Essence,37000
Renault,Megane,96000,Blanc,Manuelle,2019,1.5L,5,Diesel,55000
Fiat,Marea,230000,Autre,Manuelle,2004,1.6L,6,Essence,10500
Autres,Autres,150000,Rouge,Manuelle,2017,1.5L,5,Essence,30500
Fiat,Tipo,60271,Noir,Automatique,2021,1.4L,5,Essence,49000
C5,Diesel,Blanc,Avec kilométrage,2010,1.6L,Citroen,50000,Autres,30000
Ford,Fiesta,418000,Bleu,Manuelle,2000,1.2L,5,Essence,14000
Citroen,Berlingo,110000,Blanc,Manuelle,2020,1.5L,5,Diesel,59000
Citroen,DS4,200000,Bleu,Manuelle,2014,1.6L,1.6,Essence,36000
Renault,Clio,350,Gris,Manuelle,2010,1.6L,5,Essence,30500
Kia,C'eed,160000,Autre,Manuelle,2011,<1.0L,7,Diesel,43000
Citroen,Jumpy,250,Blanc,Manuelle,2003,1.4L,1,Diesel,14500
Renault,Clio,177000,Noir,Manuelle,2005,>4.0L,5,Essence,22500
Volkswagen,Golf,204000,Gris,Manuelle,2011,1.4L,5,Essence,38500
Renault,19,120000,Blanc,Manuelle,1993,1.7L,8,Essence,19000
Autres,Essence,228000,Argent,Manuelle,Peugeot,Partner,2005,6,24000000
Citroen,C3,185500,Beige,Manuelle,2007,>4.0L,4,Compacte,22000
Nissan,Micra,180000,Blanc,Manuelle,2015,<1.0L,5,Essence,28000
1.5L,Autres,Essence,82000,Avec kilométrage,Manuelle,2017,Autres,4 x 4,37000
Mercedes-Benz,Classe C Coupe,23000,Noir,Automatique,2022,1.5L,10,Essence,24205900
Citroen,Berlingo,200000,Noir,Manuelle,1982,>4.0L,4,Essence,2000
Renault,Clio,230,Noir,Manuelle,2001,1.4L,4,Essence,15800
Dacia,Duster,143000,Marron,Manuelle,2013,1.6L,7,Essence,41000
Renault,Clio,130000,Rouge,Manuelle,2019,1.5L,90,Diesel,46000000
Citroen,C4,170000,Blanc,Manuelle,2017,1.2L,6,Essence,36000
Mercedes-Benz,Classe CLA,117000,Noir,Automatique,2019,1.5L,07,Essence,105000
Volkswagen,Polo,220,Gris,Manuelle,2006,1.2L,4,Essence,19800
Peugeot,3008,66000,Noir,Manuelle,2019,1.6L,9,Essence,95000
Citroen,C4 Cactus,54000,Gris,Manuelle,2019,1.2L,5,Essence,44000
Ford,Focus,146000,Gris,Manuelle,2018,1.2L,6,Essence,44000
Peugeot,2008,70000,Gris,Manuelle,2018,1.2L,5,Essence,54000
Peugeot,3008,99000,Marron,Automatique,2018,1.6L,9,Essence,75000
Land Rover,Freelander,88000,Gris,Automatique,2018,2.0L,8,Diesel,150000
Peugeot,Bipper,250000,Blanc,Manuelle,2015,1.4L,5,Diesel,23000
Peugeot,106,285000,Gris,Manuelle,2004,1.2L,5,Essence,17300
Mondeo,7,Gris,Avec kilométrage,1995,1.8L,Ford,Compacte,123400,12000
Amarok,7,332000,Gris,Manuelle,2011,Volkswagen,4 x 4,2.0L,54000
Toyota,Yaris,150000,Gris,Manuelle,2017,1.2L,4,Essence,34000
Mahindra,Hover,45000,Noir,Manuelle,2020,1.2L,5,Essence,31000
Mercedes-Benz,250,325000,Noir,Automatique,1995,3.0L,11,Diesel,30000
Autres,Autres,180,Doré,Manuelle,2021,<1.0L,5,Essence,24000
Peugeot,3008,162000,Gris,Manuelle,2011,1.6L,7,Essence,36000
Renault,Symbol,156000,Bleu,Manuelle,2010,1.2L,5,Essence,25800
Volkswagen,Caddy,303,Blanc,Manuelle,2015,1.6L,5,Diesel,27200
Manuelle,Avec kilométrage,165000,2014,Compacte,Essence,Nissan,Blanc,1.6L,56000
Peugeot,301,200,Jaune,Manuelle,2015,1.4L,7,Diesel,199
Renault,Megane,142000,Gris,Manuelle,2017,1.2L,7,Essence,55000
NULL,NULL,1985.0,305,1985.0,Essence,Peugeot,NULL,NULL,200
Seat,Ibiza,150000,Blanc,Manuelle,2018,<1.0L,4,Essence,48500
Ssangyong,Family,164000,Blanc,Manuelle,2017,1.6L,7,Essence,59000
Citroen,Berlingo,90000,Blanc,Manuelle,2018,1.6L,5,Diesel,36800
Citroen,C-Elysée,95000,Bleu,Manuelle,2017,3.0L,5,Essence,27000
Honda,City,94000,Rouge,Automatique,2022,1.5L,6,Essence,75000
Seat,Ibiza,10000,Noir,Automatique,2023,1.6L,175,Essence,1500
Autres,Autres,0,Blanc,Manuelle,2023,3.5L,6,Essence,1500
Nissan,Juke,54000,Autre,Automatique,2022,<1.0L,6,Essence,87000
Renault,Megane,360000,Gris,Manuelle,2000,1.6L,6,Essence,11000
Chery,A1,100000,Noir,Manuelle,2018,1.6L,6,Essence,30000
Peugeot,206,300,Noir,Automatique,2000,>4.0L,4,Essence,14000
Fiat,500,200000,Blanc,Manuelle,2010,1.2L,5,Diesel,28000
NULL,NULL,Manuelle,1.6L,Passat,Essence,NULL,NULL,NULL,1234
Volkswagen,Vento,111111,Bleu,Manuelle,1998,1.5L,6,Diesel,6500
Peugeot,505,180000,Bleu,Manuelle,1985,>4.0L,12,Diesel,12000
Peugeot,207 SW,305000,Rouge,Manuelle,2007,1.4L,4,Diesel,22800
Peugeot,205,11111,Rouge,Manuelle,1989,1.1L,4,Essence,8500
Volkswagen,Golf 6,160000,Bleu,Automatique,2012,1.6L,7,Essence,42000
Volkswagen,Golf 6,160000,Bleu,Automatique,2012,1.6L,7,Essence,42000
Essence,Autres,130000,Blanc,Manuelle,4,Fiat,Uno,>4.0L,25000
Renault,Kangoo,250000,Blanc,Manuelle,2003,1.9L,7,Diesel,7500
Renault,Megane,330,Gris,Automatique,2011,1.5L,6,Diesel,30000
Volkswagen,Golf,200000,Camel,Manuelle,2014,1.4L,5,Essence,35000
Volkswagen,Caddy,215000,Blanc,Manuelle,2007,1.9L,6,Diesel,30500
mini,Cabrio,172000,Argent,Manuelle,2019,1.6L,6,Essence,75000
Dacia,Duster,144000,Marron,Manuelle,2013,1.6L,7,Essence,39000
Kia,Rio,73000,Noir,Manuelle,2020,1.2L,5,Essence,52500
Peugeot,Partner,270000,Blanc,Manuelle,2011,1.9L,7,Diesel,18000
Kia,Sportage,75000,Gris,Manuelle,2018,1.7L,6,Diesel,87000
Hyundai,I 20,64000,Blanc,Manuelle,2019,<1.0L,5,Essence,50000
Renault,Clio,270,Beige,Manuelle,2004,1.2L,5,Essence,12345
Renault,Megane,107000,Noir,Automatique,2009,1.4L,1.4,Essence,23500
Hyundai,Grand i10,123000,Gris,Manuelle,2018,1.2L,5,Essence,36500
Fiat,Punto,200000,Noir,Manuelle,2013,1.1L,4,Essence,123
Mercedes-Benz,210,200000,Noir,Manuelle,2001,>4.0L,7,Diesel,2100000
Mercedes-Benz,Classe C,280000,Gris,Manuelle,2011,2.2L,6,Diesel,23836610
Mercedes-Benz,Classe C,230000,Noir,Automatique,2010,3.0L,9,Essence,49000
Fiat,Grande Punto,74000,Noir,Manuelle,2017,1.2L,4,Essence,32000
8,Hyundai,205000,Blanc,Manuelle,2017,2.5L,H-1,Diesel,40000
Renault,Megane,170000,Blanc,Manuelle,2019,1.5L,5,Diesel,56500
Citroen,Jumpy,116000,Blanc,Manuelle,2018,1.6L,0,Diesel,65000
Peugeot,207,160000,Noir,Manuelle,2011,1.4L,6,Essence,28000
Skoda,Superb,43000,Blanc,Automatique,2021,1.6L,6,Essence,80000
Renault,Symbol,186,Camel,Manuelle,2010,1.2L,5,Essence,24500
BMW,Serie 3,126000,Blanc,Automatique,2015,1.6L,7,Essence,74000
Ford,Expedition,270000,Noir,Manuelle,2003,>4.0L,23,Essence,50000
Opel,Corsa,2330664.4679,Noir,Manuelle,89,<1.0L,4,Essence,5800
8,Essence,Noir,Avec kilométrage,1.4L,Audi,A5,Berline,90000,132000
Essence,Autres,250000,Blanc,Manuelle,2017,<1.0L,Seat,9,29500
Volkswagen,Golf,92000,Bleu,Automatique,2020,1.2L,6,Essence,87000
Essence,NULL,150.000,Manuelle,1.2L,Volkswagen,Golf,NULL,NULL,53000
BMW,Serie 3,249000,Blanc,Manuelle,2010,1.6L,7,Essence,43000
Fiat,Doblo,200000,Blanc,Manuelle,2109,1.3L,5,Diesel,123445
7,Jumper,258000,Manuelle,Autres,Blanc,Avec kilométrage,2011,NULL,30000
Dacia,Duster,143000,Marron,Manuelle,2013,1.6L,7,Essence,41000
Renault,Kadjar,198000,Bleu,Automatique,2018,1.3L,7,Essence,60000
Volkswagen,Caddy,400000,Blanc,Manuelle,2004,1.9L,8,Diesel,10500
Citroen,C3,130000,Rouge,Manuelle,2019,1.2L,5,Essence,32000
BMW,Serie 5,125000,Bleu,Automatique,2014,2.0L,9,Essence,93000
Grand Cherokee,20,130000,Gris,Automatique,2018,Jeep,4 x 4,3.5L,300000
NULL,NULL,8.0,Landwind,1998.0,Diesel,Isuzu,NULL,NULL,29500
Seat,Leon,150000,Bleu,Manuelle,2015,1.2L,6,Essence,42500
Ford,Fiesta,235000,Bleu,Manuelle,2007,1.2L,5,Essence,15000
Toyota,Land Cruiser,300000,Blanc,Manuelle,1997,<1.0L,17,Diesel,99000
Volkswagen,Polo,500000,Vert,Manuelle,2000,1.2L,4,Essence,11111111111111
Hyundai,Trajet,180,Gris,Manuelle,2007,1.6L,7,Diesel,28000
Kia,Rio,142000,Argent,Manuelle,2013,1.2L,5,Essence,33000
7,Peugeot,163000,Autre,Manuelle,2015,1.2L,308,Essence,37000
Peugeot,305,36000,Gris,Manuelle,1981,>4.0L,6,Diesel,6000
Peugeot,Partner,108000,Avec kilométrage,5,2018,Manuelle,Autres,Blanc,43000
Toyota,Corolla,28000,Autre,Automatique,2022,1.2L,6,Essence,76000
1.2L,Autres,90,Manuelle,Noir,Nouveau,2018,Golf 7,Essence,58000
Renault,Capture,160000,Orange,Manuelle,2015,1.1L,4,Essence,37000
Seat,Ibiza,102000,Noir,Manuelle,2019,<1.0L,4,Essence,40000
208,70,Autre,Avec kilométrage,2013,1.2L,Peugeot,Berline,151.000,28000
Creta,7,119,Blanc,2020,1.6L,Hyundai,Essence,Avec kilométrage,80000
Fiat,Uno,1,Noir,Manuelle,1990,<1.0L,4,Essence,5900
Volkswagen,Golf 7,58000,Noir,Manuelle,2019,<1.0L,6,Essence,147
Avec kilométrage,0,Noir,Manuelle,A6,5,Diesel,Autres,>4.0L,18000
Mercedes-Benz,Classe A,163000,Noir,Automatique,2018,1.6L,6,Diesel,95000
Fiat,Palio,1111,Noir,Manuelle,2001,<1.0L,4,Essence,12000
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20000
Porsche,Cayenne,120000,Noir,Automatique,2008,>4.0L,43,Essence,98000
Citroen,Jumpy,250,Blanc,Manuelle,2003,1.4L,4,Diesel,14500
Peugeot,Partner,161000,Blanc,Manuelle,2020,1.6L,5,Diesel,43000
Citroen,Jumpy,250,Blanc,Manuelle,2003,1.4L,4,Diesel,14500
Peugeot,208,163000,Autre,Manuelle,2017,1.2L,5,Essence,29000
Seat,Leon,108000,Gris,Manuelle,2019,1.2L,6,Essence,56500
Renault,Clio,172000,Noir,Manuelle,2013,1.2L,5,Essence,35500
Renault,Clio,192000,Gris,Manuelle,2007,1.2L,5,Essence,23000
Audi,A3,150000,Noir,Manuelle,2004,2.0L,7,Diesel,1500
Mahindra,5,35000,Gris,Manuelle,2019,1.2L,Hover,Essence,36000
BT-50,9,130000,Avec kilométrage,Manuelle,2016,Mazda,Pick up,Autre,65000
Citroen,C15,00,Blanc,Manuelle,00,<1.0L,00,Diesel,5000
Nissan,Qashqai,219000,Blanc,Manuelle,2010,2.0L,9,Diesel,35000
Volkswagen,Polo,1,Gris,Manuelle,2004,1.2L,5,Essence,16300
Kia,Picanto,184,Gris,Manuelle,2012,>4.0L,4,Essence,27000
Dacia,Logan,144910,Bleu,Manuelle,2012,1.4L,6,Diesel,14000
Dacia,Lodgy,17000,Gris,Automatique,2022,<1.0L,1,Electrique,65000
Peugeot,205,243000,Blanc,Manuelle,1993,1.2L,4,Essence,8000
Dacia,Dokker,25000,Noir,Manuelle,2020,1.6L,6,Diesel,37000
Dacia,Dokker,184000,Noir,Manuelle,2016,1.5L,6,Diesel,123456
Renault,R21,150000,Gris,Manuelle,1994,1.9L,6,Diesel,7000
Clio,Electrique,Autre,Pièces manquantes,2023,1.8L,Renault,Utilitaire,150,150
Peugeot,28,150,Autre,RS,2023,>4.0L,4 x 4,207,450
Peugeot,2008,124000,Gris,Manuelle,2016,3.0L,5,Essence,49000
Isuzu,D-MAX,177000,Blanc,Manuelle,2018.10.30,2.5L,8,Diesel,58000
Seat,Leon ST,221.500,Noir,Manuelle,2015,1.2L,6,Essence,42000
Peugeot,308,234000,Noir,Manuelle,2008,1.6L,6,Essence,24000
Ford,Fiesta,167000,Noir,Manuelle,2007,1.2L,5,Essence,19500
Mercedes-Benz,Classe C,160000,Blanc,Automatique,2013,2.2L,Berline,9,70000
Autres,Autres,112,Gris,Manuelle,2017,>4.0L,6,Essence,39500
Volkswagen,Polo,165000,Noir,Manuelle,2008,1.2L,5,Essence,21000
Golf Plus,5,344000,Noir,2011,1.6L,Volkswagen,Diesel,NULL,25000
BMW,Compact,300000,Bleu,Automatique,1998,1.6L,9,Essence,15000
Renault,Megane,300000,Gris,Manuelle,1999,1.6L,7,Essence,14900
Peugeot,206,240000,Bleu,Manuelle,2000,1.2L,5,Essence,16300
Renault,Clio,320000,Gris,Manuelle,2004,1.2L,5,Essence,19000
Fiat,Punto,192000,Bleu,Manuelle,1999,1.2L,4,Essence,14000
Fiat,Punto,192000,Bleu,Manuelle,1999,1.2L,4,Essence,14000
1.8L,4,Beige,Avec kilométrage,Peugeot,Berline,404,Diesel,300000,5000
Citroen,C5,222000,Noir,Manuelle,2009,1.6L,6,Diesel,33000
Focus,Compacte,135000,Autre,Manuelle,1.6L,Ford,Essence,7,37500
Toyota,Hi Ace,10000,Blanc,Manuelle,2011,1.6L,Autres,6,1000000
Citroen,DS3,140000,Blanc,Manuelle,2016,1.2L,5,Essence,37500
Dacia,Dokker,260,Blanc,Manuelle,2013,1.6L,6,Essence,22000
Peugeot,Boxer,1000,Blanc,Manuelle,2000,2.0L,7,Diesel,7000
Fiat,Punto,200000,Noir,Manuelle,2000,1.2L,4,Essence,10500
Dacia,Dokker,260,Blanc,Manuelle,2013,1.6L,6,Essence,23000
Mazda,3,00.00,Noir,Manuelle,2012,1.6L,000.00,Essence,1000
Seat,Altea,137000,Gris,Manuelle,2018,1.4L,6,Essence,59000
Mazda,BT-50,200000,Bleu,Manuelle,2018,2.2L,9,Diesel,88000
Seat,Leon ST,120000,Gris,Manuelle,2019,1.2L,6,Essence,64000
Skoda,Octavia,50000,Gris,Automatique,2021,2.0L,8,Diesel,29130012
Mercedes-Benz,Classe C,40000,Noir,Automatique,2019,1.5L,11,Hybride,29130012
Volkswagen,Golf 7,75000,Noir,Automatique,2020,1.2L,5,Essence,29130012
Peugeot,Partner,177000,Blanc,Manuelle,2015,1.6L,5,Diesel,35000
208,4,280,Jaune,2018,1.4L,Peugeot,Autres,Manuelle,32000
Isuzu,D-MAX,280000,Gris,Manuelle,2010,3.5L,0,Diesel,57000
Isuzu,D-MAX,280000,Gris,Manuelle,2010,3.5L,0,Diesel,57000
Isuzu,D-MAX,280000,Gris,Manuelle,2010,3.5L,0,Diesel,57000
BMW,Serie 5,240000,Noir,Automatique,2010,2.5L,12,Essence,78000
Audi,A4,176000,Noir,Manuelle,2013,1.6L,7,Essence,43500
Dacia,Dokker,112690,Noir,Manuelle,2020,1.5L,5,Diesel,35000
C3,Essence,Gris,93000,Citroen,Autres,2018,Nouveau,4,36000
Citroen,C3,188,Noir,Manuelle,2007,1.2L,4,Essence,17500
Peugeot,301,200000,Blanc,1.1L,2016,Manuelle,5,Essence,22000
Peugeot,206,283,Gris,Manuelle,2007,1.2L,6,Essence,14900
5,Essence,110000,Noir,2014,Peugeot,301,1.2L,Avec kilométrage,25000
Peugeot,206,2500002010,Bleu,Manuelle,2010,1.4L,6,Essence,13500
Kia,Sportage,99000,Blanc,Automatique,2018,1.7L,07,Diesel,105
C3,5,190,Blanc,Manuelle,2014,Citroen,Essence,Berline,22000
Peugeot,208,50000,Gris,Manuelle,2021,1.2L,5,Essence,37000
Nissan,Juke,44000,Blanc,Manuelle,2017,1.2L,6,Essence,61000
Seat,Leon,240000,Blanc,Manuelle,2017,1.2L,6,Essence,48000
Peugeot,306,300000,Vert,Manuelle,1998,1.2L,6,Essence,11500
Hyundai,Genesis,110,Bleu,Automatique,2018,3.2L,19,Essence,110
Kia,Rio,210000,Bleu,Manuelle,2014,1.2L,5,Essence,33000
Kia,Rio,210000,Bleu,Manuelle,2014,1.2L,5,Essence,33000
Bipper,7,180000,Blanc,Manuelle,2017,Peugeot,Autres,NULL,23000
Seat,Leon ST,18000,Gris,Automatique,2021,1.4L,8,Essence,98000
Autres,Autres,30000,Rouge,Manuelle,2021,1.6L,8,Essence,63000
Renault,Clio,200000,Rouge,Manuelle,1997,1.2L,4,Essence,9300
Volkswagen,Fox,20000,Vert,Manuelle,2000,2.0L,5,Essence,3000
Citroen,C3,82000,Noir,Manuelle,2018,1.2L,4,Essence,37500
Renault,Clio,250,Noir,Manuelle,2008,1.5L,4,Diesel,27000
Essence,2023,0,Nouveau,Toyota,Blanc,4,<1.0L,Berline,3500
Seat,Altea XL,83000,Autre,Automatique,2021,1.6L,8,Essence,102000
Peugeot,301,173700,Argent,Manuelle,2013,1.2L,5,Essence,20000
Kia,Carens,137000,Blanc,Automatique,2015,1.7L,8,Diesel,53000
Renault,Symbol,164000,Gris,Manuelle,2012,1.2L,Autres,75,32000
Micra,5,33000,Bleu,Manuelle,1.2L,Nissan,2018,Essence,33000
Citroen,Grand C4 Picasso,260000,Bleu,Automatique,2010,1.8L,8,Essence,20000
Compacte,307 CC,Automatique,260000,Avec kilométrage,Noir,Peugeot,0,2.0L,23000
250,1987,Renault,Manuelle,Avec kilométrage,Essence,4,1.2L,R4,5000
BMW,Serie 2,17,Blanc,Automatique,20227,1.8L,7,Essence,155
10,Diesel,1111111,Blanc,Manuelle,1.4L,Mazda,Autres,2,12000
Volkswagen,Polo,229000,Gris,Manuelle,2004,1.2L,5,Essence,16500
Citroen,C-Elysée,160000,Blanc,Manuelle,2015,1.2L,5,Essence,25000
Peugeot,208,51000,Gris,Manuelle,2021,1.2L,5,Essence,38000
Mercedes-Benz,Classe B,8684,Noir,Manuelle,2006,1.6L,98343669,Essence,9999
126,Autres,0,Rouge,1980,>4.0L,Fiat,Essence,Automatique,6000
Peugeot,106,219000,Vert,Manuelle,1999,1.2L,5,Essence,11000
Volkswagen,Golf,999,Jaune,Manuelle,2003,1.2L,5,Diesel,18000
NULL,NULL,Rouge,Manuelle,NULL,NULL,NULL,NULL,NULL,6000
Citroen,C3,166000,Noir,Manuelle,2018,1.2L,4,Essence,43500
Peugeot,206,Gris,240000,Manuelle,2003,3.0L,4,Essence,17000
>4.0L,578.000,Noir,Nouveau,Mercedes-Benz,220,Diesel,2002,Autres,25000
Ssangyong,Actyon,200000,Gris,Manuelle,2005,2.0L,12,Diesel,28000
Compacte,5,133000,Diesel,Citroen,C4 Cactus,3.0L,Bleu,Manuelle,55000
Mahindra,5,85000,Rouge,1.2L,2019,Manuelle,Compacte,Hover,32000
Fiat,Doblo,181,Blanc,Manuelle,2014,1.3L,5,Diesel,15500
Peugeot,Partner,460,Vert,Manuelle,2004,1.9L,7,Diesel,13000
Fiat,Ducato,500000,Blanc,Manuelle,2002,1.1L,111111,Diesel,16000000
Fiat,Palio,28000,Gris,Manuelle,2000,1.2L,5,Essence,9500
